Data,transitivity,grauMedio,average_path_length,modularity,global_average_link_distance,eccentricity,eigenvector,coreness,pagerank,links
1996-02-01,0.5685296648960372,23.836477987421382,24.957622444805434,0.8550837132349252,8.137493737546186e-05,36.087788259958074,0.012301675802731121,14.428328092243186,0.0001310272536687631,90960
1996-03-01,0.5700422302040904,24.02856394129979,26.68688603832926,0.8502208080748573,8.347004819443301e-05,34.981656184486376,0.009011536522883095,14.608621593291405,0.0001310272536687631,91693
1996-04-01,0.5703340506817268,24.3833857442348,30.349099667114196,0.8612168479462645,8.534592146767364e-05,34.386268343815516,0.009211270777001419,14.7520964360587,0.0001310272536687631,93047
1996-05-01,0.5688780245900682,24.622379454926623,30.04505273645208,0.8495647250772506,8.576384647157787e-05,33.76860587002096,0.00831530014017635,14.997510482180294,0.0001310272536687631,93959
1996-06-01,0.5712455833147678,25.14072327044025,22.0880055340857,0.8546371013262795,8.842147790982493e-05,29.00655136268344,0.007176395239110838,15.319575471698114,0.0001310272536687631,95937
1996-07-01,0.5817254984717626,26.218815513626833,23.50961617445337,0.8494968376214989,0.00010316914170222412,27.93645178197065,0.013427196768145262,15.91312893081761,0.00013102725366876308,100051
1996-08-01,0.6408930678250989,28.78275681341719,20.448463758249687,0.8284464554859002,0.00014893585398233528,26.05935534591195,0.021958274988496746,17.806734800838573,0.0001310272536687631,109835
1996-09-01,0.7129297218479638,31.485587002096437,17.415394752783456,0.8067677605092457,0.00019678825498022212,24.881027253668762,0.028691784825048267,19.91391509433962,0.0001310272536687631,120149
1996-10-01,0.7409254740369028,33.312893081761004,21.907242903614765,0.7942592656161063,0.0002375644009400563,21.65133647798742,0.03223365437669711,21.22798742138365,0.0001310272536687631,127122
1996-11-01,0.7241594388797593,36.12526205450734,23.930842026358885,0.7646637535991614,0.00035717233443094236,21.499344863731658,0.03574482596008398,23.070623689727462,0.0001310272536687631,137854
1996-12-01,0.728191567343654,39.31603773584906,27.488959507272966,0.7296575226712969,0.0004937668787991603,21.06485849056604,0.03977892091763982,25.27738469601677,0.0001310272536687631,150030
